$CUREVAM.1000,"Error -- 1000 called"
STARTFIX.1020,"Cher %pcn,
 
     J'ai entendu parler de votre accident en mer, et je
 craignais le pire. Maintenant que je sais que vous êtes
 sain et sauf, j'aimerais vous rencontrer
 pour discuter de la mission de notre bien-aimé
 Empereur dans la Baie d'Iliac.
 
     Permettez-moi de me présenter. Je suis Lady Magnessen,
 l'agent de l'Empereur à la cour de Daggerfall. Mon poste
 n'est pas aussi officiel que celui d'un ambassadeur.
 Nul ne connaît ma véritable affiliation, à part les
 autres agents de l'Empereur. La Baie d'Iliac regorge
 de rebelles au trône Imperial, par conséquent votre
 discrétion est indispensable.
 
     Pour notre rencontre, je prendrai une chambre dans
 une auberge, _dirtypit_ à __dirtypit_
 de Daggerfall, pour un mois. Après cela, je ne serai
 plus disponible. Je vous attends dès que possible.
 
Sincèrement votre,
 
Brisienna, Lady Magnessen
"
STARTFIX.1021,"%pcn,
 
     Je vous ai envoyé une lettre voici plusieurs semaines.
 J'espère seulement qu'elle vous sera parvenue. Si la
 présente croise votre route après que vous m'ayez
 rencontrée ou durant votre trajet pour venir me voir
 à __dirtypit_, veuillez ne pas vous
 en offenser. Comme je le mentionnais dans ma précédente
 lettre, je suis l'agent de l'Empereur à Daggerfall,
 et il est primordial que je vous parle. J'ai prolongé
 de deux semaines mon séjour à _dirtypit_
 de __dirtypit_.
 
 Bien sûr, il est possible que vous m'ayez volontairement
 fait faux bond et que vous vous soyez dérobé à vos
 devoirs envers l'Empereur. J'espère qu'il n'en est rien.
 Si vous ne venez pas cette fois, je serai forcée
 de vous considérer comme traitre à sa Majesté Impériale
 Uriel Septim VII.
 
Sincèrement vôtre,
 
Brisienna, Lady Magnessen
"
STARTFIX.1022,"%pcn,
 
 J'ai attendu mais vous n'êtes jamais venu. Je me vois
 dans l'obligation d'en référer à l'Empereur. Si j'en ai
 l'opportunité, je vous ferai radier du service imperial.
 
Lady Magnessen
"
STARTFIX.1026,"Un jeune page s'approche de vous, sourit en
vous reconnaissant et, sans vous demander
votre nom, vous remet une lettre qui vous est
adressée. A toutes vos questions, il répond
simplement par un regard vide et un sourire.
<--->
On vous glisse une lettre dans la main. Vous vous
retournez pour voir qui vous l'a donnée. L'espace
d'un instant, vous apercevez un messager qui
disparait dans la foule.
<--->
Un page s'avance et dit ""Lettre pour vous,
%pcn"" et il vous tends un pli.
<--->
Un courrier s'avance vers vous, une lettre
à la main. ""On m'a demandé de remettre cette
lettre à quelqu'un correspondant à votre
description,"" dit-il. Alors que vous la prenez, le
courrier se retourne et s'éloigne rapidement.
<--->
Fouillant votre sac pour trouver quelque
chose à manger, vous apercevez une lettre.
Elle n'était pas là avant.
<--->
Un courrier au visage rouge vous fait sursauter en
criant ""Lettre pour %pcn ! Hé, ça doit être vous.
Voilà, prenez ceci. J'dois y aller. D'autres
livraisons à faire"".
"
STARTFIX.1025,"Vous vous réveillez et jetez un regard circulaire à
la pièce. Il y a quelques heures vous étiez dans
un bateau, en route vers Daggerfall, quand un
ouragan d'une force surnaturelle est apparu sur
la Baie d'Iliac, telle une créature maléfique. Votre
bateau a été détruit, mais vous avez réussi à nager dans
les eaux tumultueuses jusqu'à un promontoire rocheux.
De là, vous avez découvert une grotte et vous avez échappé
à la furie de l'ouragan. Vous veniez juste d'allumer
un petit feu lorsqu'une coulée de boue vous a emprisonné à
l'intérieur. Votre peur d'être emmuré vivant s'est apaisée
lorsque vous avez vu le couloir menant hors de la
caverne. Après tout, il y a peut-être un moyen de
sortir de cette grotte. Une fois sorti de cette grotte,
vous pourrez commencer la quête de l'Empereur.
<--->
"
T0C00Y00.1000,"Vous osez demander audience à Azura de Crimson
 Gate, en quête de puissance? Je ne sais pas si
 vous méritez une telle faveur. En fait, j'en doute
 énormément. J'imagine que si je vous
 demandais d'assassiner un prêtre qui a eu des
 propos, disons, vraiment très grossiers envers
 moi, vous refuseriez même cette simple
 petite requête. Feriez-vous cela pour moi?
"
T0C00Y00.1001,"Non ! Vous êtes sensé dire oui ! Vous
 êtes sensé dire: Oui, Magnifique Azura,
 c'est avec joie que j'assassinerais au
 claquement de vos doigts d'ivoire.
 Rustre !
 Sectaire !
 Barbare !
 Maintenant, je dois partir avant d'oublier
 que je suis une dame et dire quelque
 chose que je pourrais regretter...
"
T0C00Y00.1002,"Vous le feriez ! Oh agréable nouvelle. Bien, ce prêtre
 totalement répugnant est également un Guérisseur,
 si cela signifie quelque chose. N'est-ce pas
 typique ?  Comme d'habitude avec ce type d'individu
 narcissique, =monster_ est reclus
 dans ___mondung_, effectuant des purifications
 ou d'autres choses ridicules de ce genre. Quoi qu'il en
 soit, pourquoi ne feriez-vous pas un saut là-bas, pour
 lui planter une épée dans le corps, par exemple.
 Et puis filer à ___qgfriend_
 pour voir mon cher _qgfriend_ adoré qui
 vous donnera mon Etoile. C'est assez de pouvoir
 pour n'importe qui. Je pense que =1stparton_ jours
 suffisent pour cela, n'est-ce pas? Et bien,
 hâtez-vous donc, %pcf.
 Et ne soyez pas distant. Dites salut à
 _qgfriend_ de ma part. Okay, tchao.
"
T0C00Y00.1003,"Hmm? Quoi ?
 Est-ce que je vous connais ?
"
T0C00Y00.1004,"Oh. Oh, %pcn ! Etes-vous ici
 depuis longtemps ? Je suis désolé, j'étais en
 train de rêvasser à ma maîtresse,
 Lady Azura. Cette bougie me rappelait
 le scintillement de ses yeux,
 vous voyez. Quel idiot je suis. Bien, voici
 _artifact_. Elle ne donne pas cela au
 premier venu, mais que cela ne vous monte
 pas à la tête. Elle était à moi en premier.
"
T0C00Y00.1005,"Avez-vous entendu le discours de =monster_ sur le péché de vanité quand %g est arrivé en ville ?
<--->
Si vous parlez à =monster_, vous réaliserez combien l'égoisme est le pire des péchés."
T0C00Y00.1006,"=monster_ est reparti, mais son message sur les vertus de l'humilité est encore présent.
<--->
=monster_ a quitté %reg, continuant de répandre ses messages sur la vanité, j'ai entendu dire."
T0C00Y00.1007,"Ce n'est pas une grande tragédie pour =monster_. Je veux dire, %g était une vraie sainte-nitouche.
<--->
Je ne me réjouis pas de la mort de =monster_, mais son message était... hé bien, plutôt extrême,
vous ne pensez pas?"
T0C00Y00.1011,"_qgfriend_ est ce =qgfriend_ que j'ai vu rêvasser à __qgfriend_ vers le %di.
<--->
_qgfriend_ est ce =qgfriend_ au regard endormi à __qgfriend_, au %di d'ici."
T0C00Y00.1012,"_qgfriend_ est l'un des amants de Lady Azura et un de ses agents à %reg.
<--->
_qgfriend_ est un =qgfriend_ que Lady Azura a ensorcelé pour en faire un esclave virtuel."
T0C00Y00.1013,"Azura est l'un des Régents Daedriques d'Oblivion. Son monde est la vanité.
<--->
Lady Azura est le Prince Daedra de la Vanité et de l'Egoisme."
T0C00Y00.1014,"_artifact_ peut transformer à jamais les créatures vivantes en statues."
T0C00Y00.1020,"%qdt:
 J'ai un accord avec l'un des
 Princes Daedra, Azura. Si je tue un
 moine qui vit dans un tempe abandonné,
 ___mondung_, puis rencontre son contact,
 _qgfriend_ de ___qgfriend_
 dans les =1stparton_ jours, je recevrai
 _artifact_.
"
T0C00Y00.1030,"Vous avez tué le _monster_
 =monster_, comme vous l'aviez promis à Azura.
<--->
"
U0C00Y00.1000,"Pouvoir, ha ! Est-ce qu'un %ra rampant
 saurait quoi faire avec le vrai pouvoir ? Vous voulez-dire
 que vous voulez pouvoir terroriser quelques autres mortels
 ça et là, n'est-ce pas? Eh bien cela peut s'arranger.
 Je veux que vous me montriez que vous avez l'étoffe pour
 vraiment utiliser ce que je vous donnerai. Tuerez-vous
 quelqu'un pour l'obtenir?
"
U0C00Y00.1001,"Pouah, vous me rendez malade. Ne me dérangez
 plus, %pcf, à moins que vous ne
 mûrissiez, ou que vous ne cherchiez la bagarre.
"
U0C00Y00.1002,"Bien, quoi qu'il en soit, cela prend
 une bonne tournure. Le magelame auquel je pense,
 et qu'il vous faudra massacrer pour le pouvoir,
 est =monster_, un très charmant et charitable
 connard qui m'agace au plus haut point depuis
 des années. Vous le trouverez à sa forteresse,
 un endroit appelé ___mondung_. Cependant,
 juste parce que =monster_ est un dandy maniéré,
 ne pensez pas qu'il ne sache pas se battre.
 Je vais vous faire travailler un peu pour avoir ce cadeau.
 Après le meurtre, allez voir _qgfriend_,
 mon agent à ___qgfriend_. Cherchez juste
 un =qgfriend_ qui traine dans
 __qgfriend_. Et ne le faites pas attendre.
 Je lui dirai que vous serez là-bas dans =1stparton_
 jours, cela semble être un temps bien suffisant.
 Je vous surveillerai.
"
U0C00Y00.1003,"De l'air, %ra. Nous n'avons
 rien à nous dire.
"
U0C00Y00.1004,"Ainsi, vous êtes %pcn. Hmm,
 vous n'êtes pas aussi chétif que Boethiah
 l'a suggéré. Prenez ça comme un compliment.
 Aussi, prenez ceci. Boethiah a façonné
 ce _artifact_. Elle pense que cela
 devrait vous aider dans votre quête du pouvoir.
 Elle s'intéresse à vous, c'est certain.
 Je le sais d'après son sourire lorsqu'elle a
 prononce le mot 'chétif.'
"
U0C00Y00.1005,"Aux prochaines élections du maire, je voterai pour =monster_.
<--->
Quelle douce, gentille, et généreuse personne, ce =monster_. Un bienfait pour %reg."
U0C00Y00.1006,"Qui dans Tamriel voudrait assassiner =monster_? Grâce à %god il se porte bien.
<--->
=monster_ a eu affaire à un assassin. Heureusement, l'assassin était incompétent."
U0C00Y00.1007,"C'est une tragédie pour tout ceux de %reg. Quel monstre a pu tuer =monster_?
<--->
%oth, je n'arrive pas à croire que =monster_ soit mort. Quel horrible et tragique gâchis."
U0C00Y00.1008,"Error: u0c00y00.q tried to display text"
U0C00Y00.1008,".
"
U0C00Y00.1009,"Error: u0c00y00.q tried to display text"
U0C00Y00.1009,".
"
U0C00Y00.1011,"_qgfriend_ est le nom de ce =qgfriend_ au franc-parler, à __qgfriend_.
<--->
c'est le nom de ce rustre à __qgfriend_, vers le %di."
U0C00Y00.1012,"_qgfriend_ est l'un des agents à Tamriel du Prince Daedra Boethiah.
<--->
_qgfriend_ est un rustre étroit d'esprit travaillant pour Boethiah, le Prince Daedra."
U0C00Y00.1013,"Boethiah est le Prince Daedra de la Cruauté et de la Torture. Pas une femme sympathique.
<--->
Elle est un des Princes d'Oblivion, un des Regents Daedra, et une vraie tueuse."
U0C00Y00.1014,"_artifact_ protège celui qui le porte de nombreuses sortes
 de blessures. Le feu et l'absoption de vie sont les plus connus."
U0C00Y00.1010,"%qdt:
 J'ai passé un contrat avec Boethiah,
 pour le meurtre d'un magelame nomme =monster_,
 qui vit dans sa forteresse de ___mondung_,
 en échange d'un artéfact appelé _artifact_.
 Je dois tuer le magelame et rencontrer le contact de
 Boethiah, _qgfriend_ à __qgfriend_
 de ___qgfriend_ dans =1stparton_ jours.
"
U0C00Y00.1030,"Vous avez effectué votre part du marché
 avec Boethiah : =monster_ est mort.
"
U0C00Y00.1040,"=monster_:
 
 Partez de ___mondung_ immédiatement !
 J'ai appris que Boethiah avait prévu
 de vous faire assassiner. Nous pourrons
 discuter de votre comportement imprudent
 une autre fois, mais pour l'instant vous devriez
 aller à notre point de rencontre habituel.
 Lorsque j'aurai fini d'organiser votre fuite
 de %reg, je viendrai moi-même
 à votre rencontre.
 
 Surveillez vos arrières,
 
 _mfriend_
 ___mfriend_
"
U0C00Y00.1041,"Comment êtes-vous parvenu jusqu'ici... %oth!
 Je savais que =monster_ me ferait
 assassiner un jour.  Ecoutez,
 puisqu'à ses yeux ma vie ne vaut pas
 assez pour qu'il me laisse vivre,
 il ne mérite plus d'être protégé.
 Vous pouvez le trouver à ___hideout_.
 Maintenant je m'en lave les mains.
"
U0C00Y00.1042,"%qdt:
 =monster_ m'a échappé à
 ___mondung_, mais j'ai appris
 qu'il se cache maintenant
 à ___hideout_.
 Il ne s'échappera pas une
 seconde fois.
<--->
"
V0C00Y00.1000,"Mes besoins sont plutôt... modestes, mais mon
 offre, que vous accepterez je pense, est altruisme
 et générosite indissolubles. En échange de
 _artifact_, un artéfact
 d'un grand pouvoir, je demande juste que vous
 exterminiez une méchante petite boule de poil qui a
 pris en chasse un de mes amis qui vit près de
 ___mondung_. Les lycans sont généralement
 plutôt amicaux envers moi et mes associés,
 mais celui-ci... hé bien, les enfants seront toujours
 les enfants. Est-ce qu'on se comprend ?
"
V0C00Y00.1001,"Quoi, espèce d'insecte nauseabond. Vous empoisonnez
 l'air avec votre sotte insolence. Comment osez-vous
 demander audience au plus grand des Princes
 d'Oblivion et refuser la plus simple des requêtes
 que je pourrais jamais soumettre ? En échange de l'eau,
 je vous offre le vin, et vous me les crachez au visage.
 Je n'oublierai jamais cela, %pcn.
"
V0C00Y00.1002,"Ah, on sait reconnaître un marché avantageux, n'est-ce pas?
 Vous trouverez le lycan menacant quelque part à un endroit
 appelé ___mondung_. Malheureusement,
 dans cette affaire, le temps n'est pas notre allié.
 Pour des raisons trop ennuyeuses à expliquer, j'ai besoin
 que le malotru soit mort dans =1stparton_ jours. Après avoir
 assassiné la créature, retrouvez mon ami à
 __contact_ en ___contact_. Cherchez
 simplement un =contact_.
 Content de faire affaire avec vous, %pcn.
 Je suis sûr qu'on se reverra.
"
V0C00Y00.1003,"Ecoutez, mon gars. J'ignore combien d'affaires vous avez
 déjà traitées avec Clavicus Vile auparavant, mais
 laissez-moi vous dire ceci : il n'aime pas que les choses
 soient faites à moitié. Je sais que le loup-garou n'est
 pas mort, et si vous pensez pouvoir abuser Vile,
 vous êtes un idiot. Pas de loup-garou mort, pas de
 _artifact_. Aussi simple que ça.
"
V0C00Y00.1004,"Ah, %pcf, Vile m'a prévenu de votre arrivée.
 Bien, je crois savoir que vous avez accompli votre
 mission, alors voici le _artifact_,
 comme Vile l'avait promis.
 Vous l'avez impressionné, au fait. Pas inutile de l'avoir
 comme ami. Croyez-moi.
"
V0C00Y00.1005,"J'ai entendu dire qu'il y avait une sorte de loup-garou rôdant dans les parages.
<--->
On dit que le loup-garou a trouvé une tanière à un endroit appelé ___mondung_.
<--->
T'as entendu ce hurlement c'te nuit? Hurlement de loup ?"
V0C00Y00.1006,"Les loup-garous sont de vrais nomades, il faut croire. On dit que notre gaillard est descendu vers le sud.
<--->
Mon cousin m'a dit que notre loup-garou avait été aperçu plus bas vers le sud."
V0C00Y00.1007,"Une étrange sorte d'activité cultuelle a vu le jour à ___mondung_.
<--->
Bien des gens se sentent plus en sécurité, sachant que le loup-garou est mort.
<--->
Vous avez entendu parler de ce loup-garou, qu'un %ra a pourchassé ?"
V0C00Y00.1008,"Error: v0c00y00.q tried to display text"
V0C00Y00.1008,".
"
V0C00Y00.1009,"Error: v0c00y00.q tried to display text"
V0C00Y00.1009,".
"
V0C00Y00.1011,"Clavicus Vile est le politicien idéal d'Oblivion.
<--->
Vous ne trouverez pas de Prince Daedra plus soucieux de neutralité que Clavicus Vile."
V0C00Y00.1012,"Ce =contact_ beau-parleur est au %di d'ici à __contact_.
<--->
Si vous allez au %di d'ici à __contact_, cherchez simplement un =contact_."
V0C00Y00.1014,"Le Masque est sensé augmenter la personnalite de celui qui le porte."
V0C00Y00.1020,"%qdt:
 Clavicus Vile veut que je tue un loup-garou
 situé dans la grotte de ___mondung_.
 Un =contact_ appelé _contact_ m'attendra
 pendant =1stparton_ jours à __contact_
 à ___contact_ pour me donner le _artifact_.
"
